date,x,y,z,vx,vy,vz
A.D. 2023-Jun-05 00:00:00.0000,4.43876233002071,2.202497986188381,-0.1084582103424337,-0.003444984346339177,0.007121256888282338,4.748038842817236e-05
A.D. 2023-Jun-06 00:00:00.0000,4.435312077704938,2.209617007668555,-0.1084105791028161,-0.003456144376823372,0.007116578689956211,4.776560590532032e-05
A.D. 2023-Jun-07 00:00:00.0000,4.431850566056283,2.216730306188874,-0.1083627016847176,-0.003466410538952929,0.007110488415797709,4.801193912061075e-05
A.D. 2023-Jun-08 00:00:00.0000,4.428378383485242,2.223838447165857,-0.1083145532342076,-0.003478178933212193,0.00710505784108955,4.825567190625078e-05
A.D. 2023-Jun-09 00:00:00.0000,4.424895468163612,2.230940169608754,-0.1082661791787298,-0.003487528467315446,0.007099163041210286,4.85224968027446e-05
A.D. 2023-Jun-10 00:00:00.0000,4.42140240382008,2.238036841590073,-0.1082175185453305,-0.003498371663475354,0.007093680467146504,4.87845359477103e-05
A.D. 2023-Jun-11 00:00:00.0000,4.417899310443495,2.245128282323771,-0.1081685757253821,-0.003508475877889051,0.007089652040900378,4.910666158129734e-05
A.D. 2023-Jun-12 00:00:00.0000,4.414384756479401,2.252215061894954,-0.1081193537332145,-0.003519953505944895,0.007083570160089429,4.933615202857258e-05
A.D. 2023-Jun-13 00:00:00.0000,4.410859639006165,2.259296358751029,-0.1080698656492351,-0.003530946809029635,0.007078988772323191,4.962916642047454e-05
A.D. 2023-Jun-14 00:00:00.0000,4.40732312565519,2.266372075892147,-0.1080201260011525,-0.003541506280488769,0.007072760539244602,4.986902401561679e-05
A.D. 2023-Jun-15 00:00:00.0000,4.403775913651106,2.273442537254015,-0.1079701164193646,-0.00355332544487642,0.007067508667195902,5.012089912264279e-05
A.D. 2023-Jun-16 00:00:00.0000,4.400217627257326,2.28050651200205,-0.1079198863771276,-0.003562924245194566,0.007061157781974481,5.037017839765741e-05
A.D. 2023-Jun-17 00:00:00.0000,4.396649175895444,2.287565158938972,-0.1078693772437742,-0.003573904044055841,0.007055579582846335,5.062972413455536e-05
